I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,Angle
466,567,565,597,739,852,634,469,662,469,425,740,423,576,430,6
466,567,566,597,739,853,634,469,662,470,425,740,423,576,430,6
466,568,566,597,739,853,634,469,662,469,425,740,423,576,430,6
466,567,564,597,739,853,634,469,662,468,425,740,423,576,432,6
502,591,588,616,741,841,649,505,674,505,431,731,429,591,435,6
502,590,590,616,742,841,649,505,674,504,430,729,429,591,434,6
502,591,589,617,741,841,649,504,674,505,430,732,429,591,434,6
502,591,589,616,742,841,650,505,674,505,431,735,430,590,435,6
502,590,588,615,740,842,648,504,672,504,430,730,425,576,430,6
465,564,563,596,738,853,632,467,658,467,425,740,423,576,430,6
464,564,562,595,738,853,631,467,658,467,428,723,427,590,433,6
501,588,587,615,742,841,648,504,671,504,431,742,430,590,435,6
501,588,586,614,740,841,648,504,671,504,431,743,430,589,436,6
502,590,588,615,742,841,648,505,670,505,431,749,430,590,435,6
502,590,588,615,735,840,648,504,671,504,429,744,428,587,424,6
460,558,557,589,722,852,626,460,657,461,425,740,423,572,430,6
460,559,556,588,726,851,625,462,658,462,425,740,423,573,430,6
460,556,555,589,727,852,626,462,658,462,425,740,423,573,430,6
459,556,554,589,724,852,626,462,659,461,425,740,423,567,430,6
