I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,Angle
571,599,595,710,754,838,710,528,676,531,444,445,585,596,445,2
572,599,595,710,754,840,709,529,676,531,445,445,586,597,445,2
571,599,596,710,754,839,709,528,676,531,444,446,586,597,445,2
572,599,595,710,754,840,710,529,676,531,445,446,586,597,445,2
572,599,595,710,754,840,710,528,676,532,444,445,585,596,444,2
572,599,595,710,754,841,710,529,675,531,444,445,585,595,445,2
573,599,596,710,754,841,710,529,676,531,444,445,585,595,445,2
573,599,596,710,754,841,710,529,676,532,445,446,587,598,445,2
574,600,595,710,754,841,709,529,676,532,446,446,588,599,446,2
573,600,596,710,754,841,709,529,676,532,445,447,588,599,446,2
574,600,596,710,754,841,710,530,676,533,446,447,589,600,446,2
574,600,596,710,754,840,710,529,676,532,446,446,588,598,445,2
573,600,596,710,755,840,710,529,676,533,445,446,587,598,446,2
573,600,596,710,755,839,711,529,676,532,445,446,588,598,445,2
574,599,596,710,755,839,712,529,676,533,445,446,587,598,446,2
574,599,596,710,755,839,711,529,676,533,446,447,588,599,451,2
574,600,596,710,755,840,711,530,676,533,446,447,588,598,451,2
574,600,596,710,755,840,710,530,677,533,446,447,588,599,450,2
572,599,596,710,755,841,711,530,676,533,446,446,587,597,450,2
572,600,596,710,755,842,710,530,677,533,445,447,586,597,450,2
572,600,596,710,755,842,710,530,677,533,446,446,586,597,451,2
572,599,596,710,756,842,710,530,677,533,446,447,587,597,450,2
572,600,596,710,756,842,712,529,676,533,445,446,585,596,450,2
573,600,596,711,756,842,710,530,677,533,445,446,584,595,449,2
573,599,595,710,756,842,710,529,677,533,444,445,582,593,444,2
573,600,596,711,756,842,711,529,676,533,444,445,582,592,450,2
574,600,596,710,756,842,712,529,677,533,445,446,583,593,450,2
574,600,596,710,756,842,711,530,677,533,445,446,584,595,450,2
574,601,597,710,757,841,711,530,676,534,446,447,586,596,451,2
575,601,597,710,757,841,711,531,678,535,446,447,586,597,451,2
575,601,597,711,757,841,711,531,678,534,446,447,586,597,450,2
576,601,597,711,756,842,713,531,677,535,446,447,586,597,451,2
576,600,597,710,757,842,712,531,677,535,446,447,586,597,451,2
576,601,597,711,756,843,712,530,677,534,447,447,587,598,450,2
576,601,597,710,756,843,713,531,677,535,446,447,586,597,451,2
576,601,598,710,757,841,712,531,677,534,446,447,587,598,451,2
576,601,598,710,757,842,711,531,677,534,447,447,587,598,451,2
576,601,598,710,756,842,712,530,677,534,446,447,588,598,451,2
575,601,598,711,756,843,712,531,678,534,446,447,588,598,451,2
574,601,598,711,756,843,712,530,677,534,446,447,587,598,449,2
572,601,598,711,756,843,712,530,677,534,446,447,587,597,450,2
571,601,597,711,756,843,713,530,677,533,446,447,587,598,450,2
572,601,598,711,756,842,712,530,677,534,446,447,588,599,446,2
573,601,597,711,756,843,711,530,678,534,446,447,588,599,451,2
573,601,598,711,756,843,712,530,677,533,446,447,589,599,450,2
572,601,597,711,756,842,713,531,677,535,446,448,589,599,450,2
573,601,598,711,756,843,711,531,678,535,446,448,588,599,451,2
573,601,598,710,756,843,712,531,678,535,446,447,589,599,452,2
573,602,598,711,757,842,714,531,677,535,447,447,588,598,451,2
573,602,598,711,756,843,712,531,677,535,447,447,587,598,451,2
574,601,598,711,756,843,712,530,678,535,446,447,588,598,451,2
573,602,598,711,756,843,712,531,677,534,446,447,587,598,451,2
572,601,598,711,757,843,712,530,678,534,446,447,587,597,451,2
573,601,598,711,757,843,712,530,678,534,446,447,586,596,451,2
573,601,598,711,757,843,712,530,677,534,446,447,587,597,451,2
573,601,598,711,757,843,712,531,677,535,447,447,587,598,451,2
573,602,598,711,757,843,712,531,678,535,447,447,588,599,451,2
573,602,598,711,757,843,711,531,679,535,447,447,588,599,451,2
572,602,599,711,756,843,712,531,678,535,446,447,588,599,452,2
572,602,598,711,757,843,713,531,678,535,446,447,588,599,451,2
572,601,598,711,757,843,713,530,678,535,446,447,589,600,451,2
572,602,598,711,757,843,711,531,677,535,447,447,589,600,451,2
572,602,598,711,756,843,711,531,677,534,447,447,589,600,451,2
571,602,598,711,755,843,712,530,678,534,446,447,589,599,451,2
571,602,598,711,756,843,711,531,678,533,447,447,589,599,451,2
572,602,598,711,756,843,713,530,677,534,446,447,588,599,451,2
571,601,598,711,756,843,711,530,678,533,446,447,589,599,451,2
